ent,year,salario_promedio,lnw_promedio,educacion_promedio,formalidad,N
17,2011,106.95042242873919,4.467035954770592,9.25780906291245,1.0,2273
17,2012,116.33145841160098,4.518865340874644,9.386666666666667,1.0,2325
17,2013,111.62281328650154,4.519476941833912,9.257773771969356,1.0,2219
17,2014,109.13636412764168,4.507620177310897,8.986308068459659,1.0,2045
17,2015,114.57910281402808,4.547402846866732,9.178114637612506,1.0,2111
17,2016,117.83080782969094,4.589687572537632,9.135260712441921,1.0,1937
17,2017,117.200769047318,4.6082802155817255,9.472965879265091,1.0,1905
17,2018,127.13724276700115,4.661469916409742,9.366982710540993,1.0,1793
17,2019,124.87986950828238,4.671547453779774,9.395264116575593,1.0,1647
17,2020,133.80060965407753,4.747571628622428,9.703640500568829,1.0,1758
17,2023,181.07620240322595,5.035562819631279,10.089607635206788,1.0,1886
17,2024,186.78656146300668,5.06859138036608,9.933540372670807,1.0,1610
18,2007,128.39787218980396,4.532390861713028,10.05997425997426,1.0,3885
18,2008,139.72676224005045,4.603004797421876,10.033068443988721,1.0,3901
18,2009,134.0583873516874,4.618310860378621,10.260294865277071,1.0,3934
18,2010,140.44260788101522,4.628623948008608,10.274222109790033,1.0,3953
18,2011,138.77498472932288,4.644613038865826,10.29002557544757,1.0,3910
18,2012,140.09082322214823,4.659556150103716,10.636635887197405,1.0,4007
18,2013,144.7606302838666,4.700414369686699,10.53883744855967,1.0,3888
18,2014,155.50145313643856,4.757854106486581,10.58492881688758,1.0,4074
18,2015,149.06801107331935,4.729382220032129,10.561851941162287,1.0,4147
18,2016,162.63508102392183,4.810173735316653,10.684392777640365,1.0,4043
18,2017,163.32729400291933,4.845359889118889,10.777941176470588,1.0,4080
18,2018,175.95175192875442,4.912461116020869,10.87719298245614,1.0,4047
18,2019,190.55389836405698,4.964443977546892,10.811088295687885,1.0,3896
18,2020,201.08891532491236,5.017940863158221,11.010711553175211,1.0,3921
18,2023,241.2608603950283,5.266201893924825,11.189226204062999,1.0,4381
18,2024,279.87906490443174,5.398911893899975,11.375,1.0,4544
19,2007,165.37778395612412,4.767493326798481,9.951783355350067,1.0,4542
19,2008,169.774918833455,4.815034127011013,9.92356687898089,1.0,4396
19,2009,156.192414545814,4.769558627788161,9.884528301886792,1.0,3975
19,2010,164.34786748795855,4.789740986641765,9.959480122324159,1.0,3924
19,2011,157.0807248877208,4.780652570257695,9.821627647714605,1.0,3588
19,2012,153.35918153816056,4.792151219226216,9.706716850028952,1.0,3454
19,2013,160.41181128706043,4.841216143251409,9.63992707383774,1.0,3291
19,2014,162.97550145490075,4.859093785603281,9.665551839464882,1.0,3289
19,2015,168.87628206067336,4.90011607045872,9.752730582524272,1.0,3296
19,2016,172.5210561920691,4.937503101569488,9.931837307152875,1.0,3565
19,2017,189.58373059729522,5.013146955464353,9.963722866488254,1.0,3363
19,2018,191.00965026167964,5.0559841749002095,9.990548780487805,1.0,3280
19,2019,203.34276707217606,5.12667408017728,10.149057168512421,1.0,3341
19,2020,238.93148007447994,5.231364403688798,10.691584498968126,1.0,4361
19,2023,280.0635771893797,5.406496513744707,11.02060737527115,1.0,4610
19,2024,314.0835424392559,5.520767716505757,11.080084546735556,1.0,4258
20,2007,111.05684380506463,4.307669020832458,9.416666666666666,1.0,3732
20,2008,115.05232377095741,4.335130181907948,9.30854634650142,1.0,3873
20,2009,107.89017659776131,4.297297792473074,9.26047827204937,1.0,3889
20,2010,116.65050337361636,4.358511095647102,9.39379042690815,1.0,3865
20,2011,120.17113793668761,4.418308588450236,9.509644118446074,1.0,3681
20,2012,126.62721316025619,4.461409063861868,9.745046923879041,1.0,3836
20,2013,129.82280184544337,4.488048602139727,9.706632653061224,1.0,3528
20,2014,124.0793138966533,4.460802395613927,9.470311581422692,1.0,3402
20,2015,128.78451178397395,4.488174720129687,9.670816444701796,1.0,3454
20,2016,128.601648134017,4.513739700157324,9.596842744383729,1.0,3294
20,2017,136.2048474086723,4.55069462827329,9.597690086621752,1.0,3117
20,2018,146.46475254800288,4.613760123606233,9.84688995215311,1.0,2926
20,2019,147.39589114399644,4.625230460483895,9.828499369482977,1.0,3172
20,2020,164.62277516365444,4.722646118212447,10.041875552934238,1.0,3391
20,2023,191.77276278750853,4.911464594745216,10.306489675516223,1.0,3390
20,2024,215.56785086988998,5.05548189850025,10.512836970474968,1.0,3116
21,2007,108.05441825842271,4.361751579391824,9.249878581835842,1.0,4118
21,2008,111.46217784985687,4.385623528263747,9.155844155844155,1.0,3927
21,2009,108.5484281889706,4.3903968159103615,9.103148195546455,1.0,3907
21,2010,111.15676576250507,4.39344906367515,9.174858984689767,1.0,3723
21,2011,115.71663287379324,4.449245597447466,9.451543624161074,1.0,3725
21,2012,119.54182151113245,4.489133814518967,9.664788732394365,1.0,3905
21,2013,123.53781665018346,4.5246773289636755,9.596205237840726,1.0,3742
21,2014,124.59021220499815,4.536817426765284,9.723596701250333,1.0,3759
21,2015,127.32554943376407,4.580126837473462,9.68563263185243,1.0,3849
21,2016,137.18470467836048,4.6341417330509005,9.879469122426869,1.0,3692
21,2017,129.18871133116903,4.618059967905738,9.820710548058386,1.0,3631
21,2018,138.33779346334512,4.707510488732644,9.856213201115587,1.0,3227
21,2019,141.49932270740817,4.7484993310649255,9.898451459201906,1.0,3358
21,2020,152.30325132910784,4.7908236109421205,10.161369947547053,1.0,3241
21,2023,175.23719433816268,4.934386750781218,10.149171270718233,1.0,3620
21,2024,196.78942626781492,5.032028776183588,10.24336852948751,1.0,3883
22,2007,134.4648223660916,4.616360636612902,9.514720476347998,1.0,3023
22,2008,135.1816719578092,4.664565795210579,9.536799459824444,1.0,2962
22,2009,132.9429583115759,4.63664368657505,9.640817650876054,1.0,3082
22,2010,126.93975547878914,4.629515845848668,9.47112462006079,1.0,2961
22,2011,125.94253099652796,4.641412721017708,9.261109070877708,1.0,2723
22,2012,135.4144627776264,4.704242121166256,9.403379091869061,1.0,2841
22,2013,137.26291162625083,4.722720713034377,9.535454197010349,1.0,2609
22,2014,139.3607289489302,4.7579965489800236,9.671749598715891,1.0,2492
22,2015,142.3336436257894,4.759573463290636,9.504777070063694,1.0,2512
22,2016,154.50373515523725,4.8609062210102465,9.66965811965812,1.0,2340
22,2017,153.0781156974948,4.848026118849015,9.62277413308341,1.0,2134
22,2018,171.5078677804657,4.946459198965063,9.888584474885844,1.0,2190
22,2019,179.73648648324547,5.028087476546204,9.957859848484848,1.0,2112
22,2020,197.34748031406957,5.10614257875955,10.225820962663068,1.0,2223
22,2023,213.98475916489758,5.1882618456386815,10.222021660649819,1.0,2216
22,2024,252.42897290540418,5.305672750429156,10.352467270896273,1.0,1986
23,2007,141.51604252661943,4.644382998017484,9.206820950060902,1.0,4105
23,2008,154.29894786254766,4.707112521382226,9.190609849451391,1.0,3919
23,2009,150.70890042694532,4.69021444758687,9.243520518358531,1.0,3704
23,2010,146.74168323453023,4.672146303409927,9.348558378532687,1.0,3503
23,2011,141.99464900978032,4.678854297760027,9.35366568914956,1.0,3410
23,2012,146.07390995769336,4.683558669182201,9.417691857059168,1.0,3414
23,2013,150.58849588278332,4.736649290306027,9.637041640770665,1.0,3218
23,2014,140.19242850983414,4.714876204682144,9.706682794073178,1.0,3307
23,2015,149.7280020492385,4.739735942092983,9.704714640198512,1.0,3224
23,2016,152.9671309537035,4.805408646529682,9.899346793349169,1.0,3368
23,2017,159.7545398152275,4.85410858557778,10.148923263572945,1.0,3297
23,2018,166.1993622718785,4.901500789140115,10.25533311453889,1.0,3047
23,2019,173.62493802256742,4.963105189538437,10.361758630864562,1.0,3389
23,2020,192.67663126351238,5.023107028230925,10.275796178343949,1.0,3140
23,2023,227.21670939749168,5.240486414216979,10.700901949374455,1.0,3437
23,2024,265.86669014536193,5.385780949308535,10.704913209767579,1.0,3399
24,2007,118.24240975400626,4.424952131475898,9.543883708173341,1.0,3646
24,2008,128.04006696726174,4.500318863661822,9.814013101680432,1.0,3511
24,2009,128.04290440643123,4.485948455859627,9.776889981561155,1.0,3254
24,2010,124.3485011087952,4.510934651178162,9.8078125,1.0,3200
24,2011,114.82018715613637,4.453983741856826,9.729934210526316,1.0,3040
24,2012,128.53829805355522,4.5250222637923265,9.93486208042539,1.0,3009
24,2013,129.5214045511907,4.564490361349063,9.689972714870395,1.0,2932
24,2014,133.0896293573304,4.594737004989113,9.66983222538778,1.0,3159
24,2015,142.45250260423674,4.647109566849593,9.973834283797384,1.0,2981
24,2016,148.489282900893,4.711758019856155,9.938006340260655,1.0,2839
24,2017,150.60183385801724,4.731819385793074,10.004943502824858,1.0,2832
24,2018,168.16033647908418,4.84123056084354,10.05170068027211,1.0,2940
24,2019,179.19949439989813,4.909944027922578,10.238259668508288,1.0,2896
24,2020,194.85199517924354,4.980551169888083,10.513576158940397,1.0,3020
